Date,AAPL,AMZN,GOOGL,MSFT,TSLA
6/11/2021,124.7905426,167.341507,121.0711136,249.9311218,203.2966614
6/14/2021,127.857605,169.1934967,122.0032272,251.8694153,205.8966675
6/15/2021,127.0345459,169.1564941,120.9809341,250.3865814,199.7866669
6/16/2021,127.5342789,170.7624969,120.3362656,249.4368134,201.6233368
6/17/2021,129.1412964,174.4620056,121.3037643,252.8481903,205.5333405
6/18/2021,127.8380585,174.3450012,119.6771545,251.4235535,207.7700043
6/21/2021,129.6410828,172.697998,121.3725128,254.5247955,206.9433289
6/22/2021,131.2873077,175.2720032,121.8886414,257.315918,207.9033356
6/23/2021,131.0129242,175.1909943,121.6858749,257.0832825,218.8566742
6/24/2021,130.728775,172.4539948,122.0575256,258.4595337,226.6066742
6/25/2021,130.4347992,170.072998,122.0660019,256.8410034,223.956665
6/28/2021,132.0712585,172.1945038,122.0934067,260.4268494,229.5733337
6/29/2021,133.5900879,172.4069977,121.8308487,263.0241699,226.9199982
6/30/2021,134.207428,172.0079956,121.6485138,262.5396118,226.5666656
7/1/2021,134.5111694,171.6484985,122.002243,263.217926,225.9733276
7/2/2021,137.1471405,175.548996,124.805069,269.0812683,226.3000031
7/6/2021,139.165741,183.7870026,125.7342072,269.0908813,219.8600006
